GVKEY,DATE,YEAR,MLVALT
11115,30/09/2009,2009,5278.0885
11115,30/09/2010,2010,7139.4235
11115,30/09/2011,2011,5859.863
11115,30/09/2012,2012,6599.4302
11115,30/09/2013,2013,7958.0724
11115,30/09/2014,2014,8087.473
11115,30/09/2015,2015,7235.6046
11115,30/09/2016,2016,9325.961
11115,30/09/2017,2017,9175.502
11115,30/09/2018,2018,10208.016
11220,31/12/2006,2006,
11220,31/12/2007,2007,
11220,31/12/2008,2008,
11220,31/12/2009,2009,
11220,31/12/2010,2010,
11220,31/12/2011,2011,
11220,31/12/2012,2012,
11220,31/12/2013,2013,16629.0352
11220,31/12/2014,2014,
11220,31/12/2015,2015,18850.1569
11220,31/12/2016,2016,
11220,31/12/2017,2017,
11220,31/12/2018,2018,11818.8861
11228,31/12/2006,2006,8502.2412
11228,31/12/2007,2007,8560.2271
11228,31/12/2008,2008,7672.5866
11228,31/12/2009,2009,6631.785
11228,31/12/2010,2010,5703.3652
11228,31/12/2011,2011,5085.7908
11228,31/12/2012,2012,6751.9781
11228,31/12/2013,2013,7736.484
11228,31/12/2014,2014,8670.2471
11228,31/12/2015,2015,12647.3448
11228,31/12/2016,2016,16562.2259
11228,31/12/2017,2017,16986.4319
11228,31/12/2018,2018,13018.0856
11259,31/01/2007,2006,197007.39
11259,31/01/2008,2007,201590.02
11259,31/01/2009,2008,184946
11259,31/01/2010,2009,202285.98
11259,31/01/2011,2010,197142.12
11259,31/01/2012,2011,209728.48
11259,31/01/2013,2012,231814.3
11259,31/01/2014,2013,241440.44
11259,31/01/2015,2014,274315.44
11259,31/01/2016,2015,209830.32
11259,31/01/2017,2016,203423.52
11259,31/01/2018,2017,314683.2
11259,31/01/2019,2018,275798.74
11399,30/06/2006,2006,4378.01
11399,30/06/2007,2007,4295.7
11399,30/06/2008,2008,7734.72
11399,30/06/2009,2009,5962.5
11399,30/06/2010,2010,6966.96
11399,30/06/2011,2011,8476.54
11399,30/06/2012,2012,7498.08
11399,30/06/2013,2013,14715.33
11399,30/06/2014,2014,21598.2
11399,30/06/2015,2015,18036.6
11399,30/06/2016,2016,13421.84
11399,30/06/2017,2017,26048.4
11399,30/06/2018,2018,22913.36
11446,31/12/2006,2006,5474.1364
11446,31/12/2007,2007,5441.1607
11446,31/12/2008,2008,1911.4087
11446,31/12/2009,2009,4903.0307
11446,31/12/2010,2010,4403.5651
11446,31/12/2011,2011,5117.5565
11446,31/12/2012,2012,5591.1772
11446,31/12/2013,2013,6442.18
11446,31/12/2014,2014,7421.9192
11456,31/12/2006,2006,16815.2652
11456,31/12/2007,2007,15569.9798
11456,31/12/2008,2008,6467.5563
11456,31/12/2009,2009,9118.0273
11456,31/12/2010,2010,10146.0257
11456,31/12/2011,2011,10015.0548
11456,31/12/2012,2012,15089.3733
11456,31/12/2013,2013,18422.6104
11456,31/12/2014,2014,18823.3719
11456,31/12/2015,2015,15304.2803
11456,31/12/2016,2016,22523.2075
11456,31/12/2017,2017,26629.163
11456,31/12/2018,2018,16316.1073
11465,31/12/2006,2006,6475.56
11465,31/12/2007,2007,6203.88
11465,31/12/2008,2008,3040.7136
11465,31/12/2009,2009,6049.5
11465,31/12/2010,2010,6753.7449
11465,31/12/2011,2011,3627.6
11465,31/12/2012,2012,7977.9123
11465,31/12/2013,2013,12143.6306
11465,31/12/2014,2014,15103.1954
11465,31/12/2015,2015,11341.4483
11465,31/12/2016,2016,13535.5031
11465,31/12/2017,2017,11913.7414
11465,31/12/2018,2018,6789.2374
11506,31/12/2006,2006,15596.252
11506,31/12/2007,2007,20967.08
11506,31/12/2008,2008,8369.44
11506,31/12/2009,2009,12289.64
11506,31/12/2010,2010,14461.2
11506,31/12/2011,2011,19514.82
11506,31/12/2012,2012,22295.94
11506,31/12/2013,2013,26343.31
11506,31/12/2014,2014,33570.18
11506,31/12/2015,2015,19249.3
11506,31/12/2016,2016,23355
11506,31/12/2017,2017,25184.74
11506,31/12/2018,2018,26680.5
11550,31/12/2006,2006,5551.3487
11550,31/12/2007,2007,5696.2935
11550,31/12/2008,2008,4908.2176
11550,31/12/2009,2009,5825.5256
11550,31/12/2010,2010,6879.91
11550,31/12/2011,2011,8057.8255
11550,31/12/2012,2012,8440.0872
11550,31/12/2013,2013,9341.3104
11550,31/12/2014,2014,11893.7666
11550,31/12/2015,2015,16197.6947
11550,31/12/2016,2016,18510.8198
11550,31/12/2017,2017,20963.6473
11550,31/12/2018,2018,21853.123
11636,31/12/2006,2006,16038.1748
11636,31/12/2007,2007,14849.0956
11636,31/12/2008,2008,6892.2727
11636,31/12/2009,2009,7354.9633
11636,31/12/2010,2010,16100.0986
11636,31/12/2011,2011,10645.2344
11636,31/12/2012,2012,8346.125
11636,31/12/2013,2013,14461.8544
11636,31/12/2014,2014,15478.0857
11636,31/12/2015,2015,10766.4467
11636,31/12/2016,2016,8855.4938
11636,31/12/2017,2017,7421.969
11636,31/12/2018,2018,4537.3505
11672,31/01/2007,2006,13414.4305
11672,31/01/2008,2007,13527.4995
11672,31/01/2009,2008,8017.0032
11672,31/01/2010,2009,15560.7619
11672,31/01/2011,2010,18465.8452
11672,31/01/2012,2011,25440.1371
11672,31/01/2013,2012,32705.8924
11672,31/01/2014,2013,40439.7751
11672,31/01/2015,2014,45151.294
11672,31/01/2016,2015,47267.455
11672,31/01/2017,2016,48422.2195
11672,31/01/2018,2017,50441.6829
11672,31/01/2019,2018,60530.5106
11687,31/12/2006,2006,8798.0792
11687,31/12/2007,2007,5001.2927
11687,31/12/2008,2008,2827.106
11687,31/12/2009,2009,1929.9528
11687,31/12/2010,2010,4428.8563
11687,31/12/2011,2011,2997.7178
11687,31/12/2012,2012,3941.8586
11687,31/12/2013,2013,5532.9529
11687,31/12/2014,2014,5787.9577
11687,31/12/2015,2015,5580.5841
11687,31/12/2016,2016,8740.7784
11687,31/12/2017,2017,10040.5516
11687,31/12/2018,2018,7640.95
11923,31/12/2006,2006,20149.76
11923,31/12/2007,2007,30742.92
11923,31/12/2008,2008,17729.145
11923,31/12/2009,2009,30748.092
11923,31/12/2010,2010,37790.592
11923,31/12/2011,2011,38042.872
11923,31/12/2012,2012,37192.155
11923,31/12/2013,2013,39953.484
11923,31/12/2014,2014,41794.5
11923,31/12/2015,2015,24693.214
11923,31/12/2016,2016,38435.176
11923,31/12/2017,2017,28472.112
11923,31/12/2018,2018,21455.296
11925,31/12/2006,2006,10249.1808
11925,31/12/2007,2007,15157.8468
11925,31/12/2008,2008,5785.3489
11925,31/12/2009,2009,10509.7168
11925,31/12/2010,2010,9023.8768
11925,31/12/2011,2011,7626.0774
11925,31/12/2012,2012,8801.0684
11925,31/12/2013,2013,9496.6966
11925,31/12/2014,2014,4101.0916
11925,31/12/2015,2015,2552.8574
11925,31/12/2016,2016,1439.9749
11925,31/12/2017,2017,1107.2689
11925,31/12/2018,2018,646.6003
12053,31/12/2006,2006,28014.8748
12053,31/12/2007,2007,38953.5251
12053,31/12/2008,2008,21075.4609
12053,31/12/2009,2009,35856.1443
12053,31/12/2010,2010,47385.7334
12053,31/12/2011,2011,44133.0906
12053,31/12/2012,2012,53306.0627
12053,31/12/2013,2013,50803
12053,31/12/2014,2014,59033.9
12053,31/12/2015,2015,49896.24
12123,31/01/2007,2006,2842.7837
12123,31/01/2008,2007,1435.3595
12123,31/01/2009,2008,1093.6868
12123,31/01/2010,2009,2327.404
12123,31/01/2011,2010,2349.0903
12123,31/01/2012,2011,2511.9194
12123,31/01/2013,2012,1841.1984
12123,31/01/2014,2013,1541.7109
12123,31/01/2015,2014,2429.1899
12123,31/01/2016,2015,1904.1368
12123,31/01/2017,2016,2212.95
12123,31/01/2018,2017,2548.2015
12123,31/01/2019,2018,1262.9247
12124,30/11/2006,2006,79882.4723
12124,30/11/2007,2007,55687.6088
12124,30/11/2008,2008,15452.0705
12124,31/12/2009,2009,40273.612
12124,31/12/2010,2010,41142.1186
12124,31/12/2011,2011,29155.2982
12124,31/12/2012,2012,37743.683
12124,31/12/2013,2013,60991.0918
12124,31/12/2014,2014,75698.024
12124,31/12/2015,2015,
12124,31/12/2016,2016,78267.3645
12124,31/12/2017,2017,93820.9249
12124,31/12/2018,2018,67398.2199
12138,31/12/2006,2006,11597.2992
12138,31/12/2007,2007,16109.1524
12138,31/12/2008,2008,9102.9766
12138,31/12/2009,2009,13766.9355
12138,31/12/2010,2010,16700.3704
12138,31/12/2011,2011,14423.8404
12138,31/12/2012,2012,16736.2668
12138,31/12/2013,2013,21953.8552
12138,31/12/2014,2014,22418.9046
12138,31/12/2015,2015,17906.0288
12138,31/12/2016,2016,18422.4438
12138,31/12/2017,2017,25719.4972
12138,31/12/2018,2018,21978.5301
12141,30/06/2006,2006,234444.6
12141,30/06/2007,2007,276428.6
12141,30/06/2008,2008,251744.01
12141,30/06/2009,2009,211743.16
12141,30/06/2010,2010,199450.68
12141,30/06/2011,2011,217776
12141,30/06/2012,2012,256374.79
12141,30/06/2013,2013,287690.76
12141,30/06/2014,2014,343566.3
12141,30/06/2015,2015,354392.05
12141,30/06/2016,2016,399535.36
12141,30/06/2017,2017,531312.44
12141,30/06/2018,2018,757028.97
12142,31/05/2007,2006,98973.66
12142,31/05/2008,2007,117626
12142,31/05/2009,2008,98047.95
12142,31/05/2010,2009,113436.82
12142,31/05/2011,2010,173426.96
12142,31/05/2012,2011,129835.35
12142,31/05/2013,2012,156941.88
12142,31/05/2014,2013,187577.28
12142,31/05/2015,2014,188877.07
12142,31/05/2016,2015,166066.2
12142,31/05/2017,2016,187778.43
12142,31/05/2018,2017,186739.84
12142,31/05/2019,2018,169965.4
12216,30/06/2006,2006,10150.5511
12216,30/06/2007,2007,8308.9179
12216,30/06/2008,2008,7214.5156
12216,30/06/2009,2009,5190.1446
12216,30/06/2010,2010,6235.8641
12216,30/06/2011,2011,7515.5831
12216,30/06/2012,2012,7206.9652
12216,30/06/2013,2013,8584.641
12216,30/06/2014,2014,11254.2487
12216,30/06/2015,2015,10604.1867
12216,30/06/2016,2016,11151.1006
12389,31/12/2006,2006,18184.9244
12389,31/12/2007,2007,11139.6811
12389,31/12/2008,2008,3950.0051
12389,31/12/2009,2009,5904.7128
12389,31/12/2010,2010,8165.5131
12389,31/12/2011,2011,8961.0898
12389,31/12/2012,2012,11040.463
12389,31/12/2013,2013,15229.9612
12389,31/12/2014,2014,13964.8131
12389,31/12/2015,2015,8385.0763
12389,31/12/2016,2016,10264.8063
12389,31/12/2017,2017,8552.4701
12389,31/12/2018,2018,5447.531
12540,30/11/2006,2006,23582.9962
12540,30/11/2007,2007,24079.1753
12540,30/11/2008,2008,12184.7308
12540,30/11/2009,2009,18334.8076
12540,30/11/2010,2010,13952.7366
12540,30/11/2011,2011,13478.0268
12540,30/11/2012,2012,17101.9085
12540,30/11/2013,2013,28177.6996
12540,30/11/2014,2014,36654.6211
12540,30/11/2015,2015,45529.6111
12540,30/11/2016,2016,50814.2537
12540,30/11/2017,2017,89149.3151
12540,30/11/2018,2018,122349.7701
12635,31/12/2006,2006,8968.5902
12635,31/12/2007,2007,9161.399
12635,31/12/2008,2008,5670.083
12635,31/12/2009,2009,7427.136
12635,31/12/2010,2010,8602.464
12635,31/12/2011,2011,8229.474
12635,31/12/2012,2012,10542.602
12635,31/12/2013,2013,15158.135
12635,31/12/2014,2014,17054.091
12635,31/12/2015,2015,20605.938
12635,31/12/2016,2016,22903.34
12635,31/12/2017,2017,27222.588
12635,31/12/2018,2018,28844.825
12726,31/12/2006,2006,7119.8098
12726,31/12/2007,2007,8585.6683
12726,31/12/2008,2008,6158.832
12726,31/12/2009,2009,6476.9117
12726,31/12/2010,2010,7667.3981
12726,31/12/2011,2011,6167.5261
12726,31/12/2012,2012,5625.6681
12726,31/12/2013,2013,9121.3964
12726,31/12/2014,2014,8800.5728
12726,31/12/2015,2015,8020.1602
12726,31/12/2016,2016,10096.1244
12726,31/12/2017,2017,12215.6048
12726,31/12/2018,2018,6303.5671
12788,30/06/2006,2006,5639.9691
12788,30/06/2007,2007,7619.9152
12788,30/06/2008,2008,2422.06
12788,30/06/2009,2009,1303.404
12788,30/06/2010,2010,2078.2517
12788,30/06/2011,2011,3186.2544
12788,30/06/2012,2012,2664.5256
12788,30/06/2013,2013,3688.4184
12788,30/06/2014,2014,7314.6938
12788,30/06/2015,2015,8470.7879
12788,30/06/2016,2016,5030.6319
12850,31/12/2006,2006,3566.836
12850,31/12/2007,2007,4520.3472
12850,31/12/2008,2008,3085.7279
12850,31/12/2009,2009,6741.531
12850,31/12/2010,2010,7886.0629
12850,31/12/2011,2011,10385.9175
12850,31/12/2012,2012,13338.6184
12850,31/12/2013,2013,19161.5726
12850,31/12/2014,2014,22135.2518
12850,31/12/2015,2015,20455.333
12850,31/12/2016,2016,15615.0942
12850,31/12/2017,2017,22404.5468
12850,31/12/2018,2018,17006.7115
12892,31/12/2012,2012,550.4756
12892,31/12/2013,2013,726.6774
12892,31/12/2014,2014,1743.891
12892,31/12/2015,2015,3460.5673
12892,31/12/2016,2016,2640.0871
12892,31/12/2017,2017,2830.5712
12892,31/12/2018,2018,2247.6614
12950,31/03/2007,2006,3315.8562
12950,31/03/2008,2007,3741.6354
12950,31/03/2009,2008,2752.2354
12950,31/03/2010,2009,5294.8381
12950,31/03/2011,2010,5286.7663
12950,31/03/2012,2011,6821.063
12950,31/03/2013,2012,7244.4313
12950,31/03/2014,2013,7891.2194
12950,31/03/2015,2014,7996.1313
12950,31/03/2016,2015,10289.2962
13003,31/10/2006,2006,4597.0676
13003,31/10/2007,2007,6252.0169
13003,31/10/2008,2008,2976.4778
13003,31/10/2009,2009,5193.2886
13003,31/10/2010,2010,7345.4535
13003,31/10/2011,2011,9165.9408
13003,31/10/2012,2012,6615.1412
13003,31/10/2013,2013,5801.3823
13003,31/10/2014,2014,5163.2135
13003,31/10/2015,2015,1676.7165
13003,31/10/2016,2016,2736.3013
13341,31/12/2006,2006,
13341,31/12/2007,2007,
13341,31/12/2008,2008,
13341,31/12/2009,2009,12100.074
13341,31/12/2010,2010,
13341,31/12/2011,2011,11959.63
13341,31/12/2012,2012,12757.06
13341,31/12/2013,2013,
13341,31/12/2014,2014,15864.722
13341,31/12/2015,2015,
13341,31/12/2016,2016,20586.45
13341,31/12/2017,2017,32761.344
13341,31/12/2018,2018,35184.456
13498,30/11/2006,2006,38898.06
13498,30/11/2006,2006,38898.06
13498,30/11/2007,2007,35509.44
13498,30/11/2007,2007,35509.44
13498,30/11/2008,2008,16485
13498,30/11/2008,2008,16485
13498,30/11/2009,2009,25207.61
13498,30/11/2009,2009,25207.61
13498,30/11/2010,2010,32634.9
13498,30/11/2010,2010,32634.9
13498,30/11/2011,2011,25796.4
13498,30/11/2011,2011,25796.4
13498,30/11/2012,2012,30000.16
13498,30/11/2012,2012,30000.16
13498,30/11/2013,2013,28021.36
13498,30/11/2013,2013,28021.36
13498,30/11/2014,2014,34312.32
13498,30/11/2014,2014,34312.32
13498,30/11/2015,2015,39009.16
13498,30/11/2015,2015,39009.16
13498,30/11/2016,2016,37323.66
13498,30/11/2016,2016,37323.66
13498,30/11/2017,2017,47129.52
13498,30/11/2017,2017,47129.52
13498,30/11/2018,2018,41961.84
13498,30/11/2018,2018,41961.84
13599,31/12/2006,2006,21633.2936
13599,31/12/2007,2007,18628.4063
13599,31/12/2008,2008,25380.7064
13599,31/12/2009,2009,25573.3229
13599,31/12/2010,2010,27818.7463
13599,31/12/2011,2011,29574.4592
13599,31/12/2012,2012,32937.9394
13599,31/12/2013,2013,69226.1896
13599,31/12/2014,2014,89510.372
13599,31/12/2015,2015,94203.216
13599,31/12/2016,2016,90122.95
13599,31/12/2017,2017,79240.548
13599,31/12/2018,2018,44875.818
13646,31/01/2007,2006,5334.4525
13646,31/01/2008,2007,5043.5019
13646,31/01/2009,2008,2569.763
13646,31/01/2010,2009,5130.0989
13646,31/01/2011,2010,7380.708
13646,31/01/2012,2011,8081.9288
13646,31/01/2013,2012,8345.9105
13646,31/01/2014,2013,10674.2753
13646,31/01/2015,2014,11204.8046
13646,31/01/2016,2015,8094.912
13646,31/01/2017,2016,9800.64
13646,31/01/2018,2017,13277.925
13646,31/01/2019,2018,10780.695
13700,31/12/2006,2006,4531.23
13700,31/12/2007,2007,6790.0064
13700,31/12/2008,2008,4194.4307
13700,31/12/2009,2009,5168.6184
13700,31/12/2010,2010,4843.085
13700,31/12/2011,2011,4955.7037
13700,31/12/2012,2012,5637.3744
13700,31/12/2013,2013,6895.8437
13700,31/12/2014,2014,7502.7599
13700,31/12/2015,2015,8525.085
13700,31/12/2016,2016,13283.673
13700,31/12/2017,2017,14930.244
13700,31/12/2018,2018,8297.83
13988,31/12/2006,2006,
13988,31/12/2007,2007,
13988,31/12/2008,2008,
13988,31/12/2009,2009,
13988,31/12/2010,2010,20572.756
13988,31/12/2011,2011,14313.3066
13988,31/12/2012,2012,
13988,31/12/2013,2013,
13988,31/12/2014,2014,39570.6972
13988,31/12/2015,2015,43478.7303
13988,31/12/2016,2016,
13988,31/12/2017,2017,
13988,31/12/2018,2018,55335.6933
14225,31/12/2006,2006,5425.3072
14225,31/12/2007,2007,6027.4708
14225,31/12/2008,2008,5176.3054
14225,31/12/2009,2009,6139.0268
14225,31/12/2010,2010,8832.5912
14225,31/12/2011,2011,12876.245
14225,31/12/2012,2012,13834.7106
14225,31/12/2013,2013,14098.7825
14225,31/12/2014,2014,14071.4821
14225,31/12/2015,2015,11820.7372
14225,31/12/2016,2016,13584.8308
14225,31/12/2017,2017,15728.4065
14225,31/12/2018,2018,14949.8156
14282,31/12/2006,2006,5533.3766
14282,31/12/2007,2007,8292.8108
14282,31/12/2008,2008,4105.0403
14282,31/12/2009,2009,7998.8378
14282,31/12/2010,2010,9265.5818
14282,31/12/2011,2011,7404.1076
14282,31/12/2012,2012,10342.8126
14282,31/12/2013,2013,14108.8111
14282,31/12/2014,2014,16674.9119
14282,31/12/2015,2015,16086.84
14282,31/12/2016,2016,20717.76
14282,31/12/2017,2017,26840.46
14282,31/12/2018,2018,24184.47
14359,31/12/2006,2006,4822.4541
14359,31/12/2007,2007,5749.7867
14359,31/12/2008,2008,1853.3543
14359,31/12/2009,2009,5509.4438
14359,31/12/2010,2010,10011.0406
14359,31/12/2011,2011,10903.6749
14359,31/12/2012,2012,13148.516
14359,31/12/2013,2013,26253.536
14359,31/12/2014,2014,22178.65
14359,31/12/2015,2015,18729.2644
14359,31/12/2016,2016,30562.2007
14359,31/12/2017,2017,29417.1687
14359,31/12/2018,2018,22292.5085
14477,31/12/2006,2006,19623.5607
14477,31/12/2007,2007,16338.8877
14477,31/12/2008,2008,16262.991
14477,31/12/2009,2009,16435.7172
14477,31/12/2010,2010,17514.946
14477,31/12/2011,2011,15064.0017
14477,31/12/2012,2012,15662.7828
14477,31/12/2013,2013,20834.0384
14477,31/12/2014,2014,23532.1188
14477,31/12/2015,2015,23865.8365
14477,31/12/2016,2016,31151.8976
14477,31/12/2017,2017,37395.3434
14477,31/12/2018,2018,37730.2472
14489,31/01/2007,2006,53913.72
14489,31/01/2008,2007,41282.4
14489,31/01/2009,2008,18468
14489,31/01/2010,2009,25245.3
14489,31/01/2011,2010,25240.88
14489,31/01/2012,2011,30342.03
14489,31/01/2013,2012,23011.12
14489,31/01/2019,2018,34936.21
14590,31/12/2006,2006,10976.8595
14590,31/12/2007,2007,39234.52
14590,31/12/2008,2008,9384.96
14590,31/12/2009,2009,34524.7
14590,31/12/2010,2010,56742.525
14590,31/12/2011,2011,34876.92
14590,31/12/2012,2012,32455.8
14590,31/12/2013,2013,39174.12
14590,31/12/2014,2014,24271.04
14590,31/12/2015,2015,8435.42
14590,31/12/2016,2016,19059.55
14590,31/12/2017,2017,27454.08
14590,31/12/2018,2018,14939.19
14650,31/03/2007,2006,6194.948
14650,31/03/2008,2007,6198.312
14650,31/03/2009,2008,6095.1
14650,31/03/2010,2009,6912.2
14650,31/03/2011,2010,8813.928
14650,31/03/2012,2011,6493.872
14650,31/03/2013,2012,6666.887
14824,31/12/2006,2006,
14824,31/12/2007,2007,
14824,31/12/2008,2008,
14824,31/12/2009,2009,
14824,31/12/2010,2010,
14824,31/12/2011,2011,
14824,31/12/2012,2012,
14824,31/12/2013,2013,
14824,31/12/2014,2014,
14824,31/12/2015,2015,
14824,31/12/2016,2016,
14824,31/12/2017,2017,12287.508
14824,31/12/2018,2018,
14934,31/12/2006,2006,29785.4653
14934,31/12/2007,2007,39495.0667
14934,31/12/2008,2008,29155.527
14934,31/12/2009,2009,32832.45
14934,31/12/2010,2010,33877.065
14934,31/12/2011,2011,25054.2
14934,31/12/2012,2012,21128.24
14934,31/12/2013,2013,25119.22
14934,31/12/2014,2014,25034.89
14934,31/12/2015,2015,13376
14934,31/12/2016,2016,23885.41
14934,31/12/2017,2017,21735
14934,31/12/2018,2018,10143
14960,31/12/2006,2006,8978.034
14960,31/12/2007,2007,8383.83
14960,31/12/2008,2008,6969.162
14960,31/12/2009,2009,7880.652
14960,31/12/2010,2010,9003.008
14960,31/12/2011,2011,8407.866
14960,31/12/2012,2012,8098.97
14960,31/12/2013,2013,7830.409
14960,31/12/2014,2014,9128.34
14960,31/12/2015,2015,12524.732
14960,31/12/2016,2016,13184.626
14960,31/12/2017,2017,16254.069
14960,31/12/2018,2018,12497.004
15247,31/12/2006,2006,30888.5151
15247,31/12/2007,2007,37582.2998
15247,31/12/2008,2008,11170.8277
15247,31/12/2009,2009,9458.7753
15247,31/12/2010,2010,13141.1306
15247,31/12/2011,2011,11720.9137
15247,31/12/2012,2012,18837.4814
15247,31/12/2013,2013,26992.728
15247,31/12/2014,2014,25457.8005
15247,31/12/2015,2015,33448.6584
15247,31/12/2016,2016,30846.6166
15247,31/12/2017,2017,39879.5652
15247,31/12/2018,2018,31307.2471
15521,31/01/2007,2006,18485.8128
15521,31/01/2008,2007,16869.0337
15521,31/01/2009,2008,11406.7596
15521,31/01/2010,2009,17094.4809
15521,31/01/2011,2010,16083.569
15521,31/01/2012,2011,10178.7347
15521,31/01/2013,2012,9023.9328
15521,31/01/2014,2013,8591.6376
15521,31/01/2015,2014,10917.456
15521,31/01/2016,2015,5759.8581
15521,31/01/2017,2016,6002.724
15709,31/12/2006,2006,7057.435
15709,31/12/2007,2007,7932.692
15709,31/12/2008,2008,5766.84
15709,31/12/2009,2009,6147.328
15709,31/12/2010,2010,6051.92
15709,31/12/2011,2011,5897.128
15709,31/12/2012,2012,7187.94
15709,31/12/2013,2013,8232.27
15709,31/12/2014,2014,7526.761
15709,31/12/2015,2015,8312.824
16245,31/12/2006,2006,6344.964
16245,31/12/2007,2007,5129.96
16245,31/12/2008,2008,5971.267
16245,31/12/2009,2009,5604.52
16245,31/12/2010,2010,4903.5
16245,31/12/2011,2011,4480.538
16245,31/12/2012,2012,4005.0543
16245,31/12/2013,2013,4519.368
16245,31/12/2014,2014,4555.9734
16245,31/12/2015,2015,4891.189
16245,31/12/2016,2016,5981.6592
16245,31/12/2017,2017,6357.626
16245,31/12/2018,2018,5353.8186
16478,31/12/2006,2006,15221.2508
16478,31/12/2007,2007,22002.3563
16478,31/12/2008,2008,16620.4986
16478,31/12/2009,2009,24569.1257
16478,31/12/2010,2010,23225.1786
16478,31/12/2011,2011,26501.0617
16478,31/12/2012,2012,32810.4293
16478,31/12/2013,2013,45834.7542
16478,31/12/2014,2014,50481.5207
16478,31/12/2015,2015,38924.5186
16478,31/12/2016,2016,58304.37
16478,31/12/2017,2017,62423.4531
16478,31/12/2018,2018,50583.8058
16721,31/03/2007,2006,15663.8737
16721,31/03/2008,2007,15858.6355
16721,31/03/2009,2008,5872.496
16721,31/03/2010,2009,6150.0934
16721,31/03/2011,2010,6494.9749
16721,31/03/2012,2011,5278.8762
16721,31/03/2013,2012,5348.3028
16721,31/03/2014,2013,9034.9324
16721,31/03/2015,2014,18213.888
16721,31/03/2016,2015,19872.7982
16721,31/03/2017,2016,27605.0138
16721,31/03/2018,2017,37144.2988
16721,31/03/2019,2018,30296.6144
18043,30/06/2014,2014,10289.8539
18043,30/06/2014,2014,10289.8539
18043,30/06/2015,2015,8414.8711
18043,30/06/2015,2015,8414.8711
18043,30/06/2016,2016,6648.255
18043,30/06/2016,2016,6648.255
18043,30/06/2017,2017,8062.1923
18043,30/06/2017,2017,8062.1923
18043,30/06/2018,2018,9106.603
18043,30/06/2018,2018,9106.603
19574,31/12/2014,2014,885.3216
19574,31/12/2015,2015,870.0566
19574,31/12/2016,2016,855.417
19574,31/12/2017,2017,893.1491
19574,31/12/2018,2018,697.7404
20430,31/12/2014,2014,
20430,31/12/2015,2015,2779.4956
20430,31/12/2016,2016,4726.5221
20430,31/12/2017,2017,4885.8488
20430,31/12/2018,2018,3620.5091
20779,31/07/2006,2006,108334.92
20779,31/07/2007,2007,176351
20779,31/07/2008,2008,129587.07
20779,31/07/2009,2009,127327.85
20779,31/07/2010,2010,130460.85
20779,31/07/2011,2011,86796.95
20779,31/07/2012,2012,84503.1
20779,31/07/2013,2013,137904.51
20779,31/07/2014,2014,128849.61
20779,31/07/2015,2015,144515.7
20779,31/07/2016,2016,153535.37
20779,31/07/2017,2017,156715.35
20779,31/07/2018,2018,195126.06
22325,31/03/2007,2006,7613.5585
22325,31/03/2008,2007,6662.3263
22325,31/03/2009,2008,5278.7141
22325,31/03/2010,2009,6973.9185
22325,31/03/2011,2010,8678.9456
22325,31/03/2012,2011,9616.5658
22325,31/03/2013,2012,10063.4823
22325,31/03/2014,2013,14578.93
22325,31/03/2015,2014,10927.782
22325,31/03/2016,2015,12032.3744
22325,31/03/2017,2016,14358.283
22325,31/03/2018,2017,18303.9545
22325,31/03/2019,2018,32190.8399
23627,31/12/2015,2015,232.6761
23627,31/12/2016,2016,51.0518
23627,31/12/2017,2017,104.2615
23627,31/12/2018,2018,15.158
23809,31/08/2006,2006,6418.7046
23809,31/08/2007,2007,8000.2884
23809,31/08/2008,2008,8180.0058
23809,31/08/2009,2009,7480.4473
23809,31/08/2010,2010,9462.5465
23809,31/08/2011,2011,12313.463
23809,31/08/2012,2012,13390.8059
23809,31/08/2013,2013,14401.0024
23809,31/08/2014,2014,17406.6874
23809,31/08/2015,2015,21951.5374
23809,31/08/2016,2016,21599.7324
23809,31/08/2017,2017,14708.0705
23809,31/08/2018,2018,19741.025
23877,31/12/2006,2006,7980.0221
23877,31/12/2007,2007,9162.183
23877,31/12/2008,2008,2206.5254
23877,31/12/2009,2009,3594.6771
23877,31/12/2010,2010,3944.8728
23877,31/12/2011,2011,4287.3936
23877,31/12/2012,2012,6032.9076
23978,31/12/2006,2006,8670.3813
23978,31/12/2007,2007,14266.7755
23978,31/12/2008,2008,4322.6028
23978,31/12/2009,2009,7901.452
23978,31/12/2010,2010,8393.4351
23978,31/12/2011,2011,3810.3458
23978,31/12/2012,2012,3441.1257
23978,31/12/2013,2013,4268.06
23978,31/12/2014,2014,3894.8147
23978,31/12/2015,2015,1167.3224
23978,31/12/2016,2016,5737.5011
23978,31/12/2017,2017,6166.027
23978,31/12/2018,2018,3183.409
24216,31/12/2006,2006,14659.377
24216,31/12/2007,2007,14338.5726
24216,31/12/2008,2008,5461.3649
24216,31/12/2009,2009,8886.8208
24216,31/12/2010,2010,9593.0533
24216,31/12/2011,2011,9059.8022
24216,31/12/2012,2012,7963.6248
24216,31/12/2013,2013,10483.5911
24216,31/12/2014,2014,9692.0283
24216,31/12/2015,2015,6381.3621
24216,31/12/2016,2016,7659.6948
24216,31/12/2017,2017,7152.002
24216,31/12/2018,2018,9576.8291
24316,31/12/2006,2006,3033.1871
24316,31/12/2007,2007,4127.4294
24316,31/12/2008,2008,3028.6978
24316,31/12/2009,2009,3385.3056
24316,31/12/2010,2010,4651.8744
24316,31/12/2011,2011,8028.9875
